Purchasing Document,Item,Purchasing Group,valuation_type_|_bwtar,document_date_|_bldat,Currency,gr_processing_time_|_webaz,supplier_name,city,grir_clearing_value_in_local_currency_|_arewr,storage_location,Description,vendor_material_no_|_idnlf,order_unit_|_meins,outline_agreement_|_konnr,volume_|_volum,time_of_entry_|_cputm,po_history_category_|_bewtp,Created By,Material,Plant,terms_of_payment_|_zterm,order_price_unit_|_bprme,reference_doc_item_|_lfpos,Document Date,incoterms_|_inco1,item_category_|_pstyp,gross_weight_|_brgew,last_changed_on_|_aedat,region,Net Order Price,reason_for_movement_|_grund,purchasing_info_rec_|_infnr,debitcredit_ind_|_shkzg,Delivery Completed (Item),batch_|_charg,incoterms_part_2_|_inco2,Supplier,planned_deliv_time_|_plifz,net_weight_|_ntgew,invoice_value_|_reewr,reference_document_|_lfbnr,tax_code_|_mwskz,unit_of_weight_|_gewei,ekko_data_ingestion_freshness_timestamp_utc,posting_date_|_budat,Document Type,entry_date_|_cpudt,amtin_loccur_|_dmbtr,source,Quantity,Purch Organization,Material Group,supplier_id,price_unit_|_peinh,Amount,deletion_indicator_|_loekz,Movement Type,ekpo_data_ingestion_freshness_timestamp_utc,total_gr_qty,total_gr_amt,total_ir_qty,total_ir_amt,has_gr,has_ir,has_delivery,status
8002877553,1,TN1,,,,0,STE NATIONALE DE DISTRIBUTION DES PETROLES AGIL ENERGY,EL KHADRA,0.0,,SNDP AGIL,,ST,,0.0,,,,,1385,Z210,ST,,2018-01-16,DAP,0,0.0,2019-06-13,,49901.0,,,,X,,A DEFINIR DANS LA COMMANDE,199034,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9100--,199034,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002877552,1,TN1,,,,0,AMILCAR LLD SA,LES BERGES DU LAC,0.0,,Facture  AMILLACR FLY+18/0029,,ST,,0.0,,,,,1385,Z110,ST,,2018-01-16,DAP,0,0.0,2019-06-13,,128406.18,,,,X,,A DEFINIR DANS LA COMMANDE,215457,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9470--,215457,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002874334,1,TN1,,,,0,GRAS SAVOYE TUNISIE,MONTPLAISIR,0.0,,PRIME DE LIQUIDATION 3TR  2017,,ST,,0.0,,,,,1474,Z+30,ST,,2018-01-15,DAP,0,0.0,2018-01-18,,255561.02,,,,X,,A DEFINIR DANS LA COMMANDE,199126,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9930--,199126,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002874184,1,TN1,,,,0,WYNSYS,TUNIS,0.0,,PRESTATION GTF 12/2017..,,LE,,0.0,,,,,1474,Z+30,LE,,2018-01-15,,1,0.0,2018-01-16,,46400.0,,,,,,,215001,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPL,,0.0,FC1,0.0,NP03,9655--,215001,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,0,NO_GR_NO_IR
8002874278,1,TN1,,,,0,RESTAURANT DARNA,ELMENZAH,0.0,,BRUNCH DE LA NOUVELLE ANNEE 2018,,LE,,0.0,,,,,1474,Z+30,LE,,2018-01-15,,1,0.0,2018-01-18,,10000.0,,,,,,,218351,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPL,,0.0,FC1,0.0,NP03,9410--,218351,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,0,NO_GR_NO_IR
8002875110,1,TN1,,,,0,SOCIETE ADVANCED E-TECHNOLOGIES,TUNIS,0.0,,HP PRODESK 600 G2 SMALL FORM I5-6500 / 4,,ST,,0.0,,,,,1385,Z110,ST,,2018-01-15,DAP,0,0.0,2021-10-07,,14500.0,,,,X,,A DEFINIR DANS LA COMMANDE,199001,0,0.0,0.0,,F2,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9010--,199001,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002875110,2,TN1,,,,0,SOCIETE ADVANCED E-TECHNOLOGIES,TUNIS,0.0,,"TV TELEFUNKEN TV 49""LED TLF E2000 FHD TN",,ST,,0.0,,,,,1385,Z110,ST,,2018-01-15,DAP,0,0.0,2021-10-07,,10250.0,,,,X,,A DEFINIR DANS LA COMMANDE,199001,0,0.0,0.0,,F2,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9010--,199001,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002875110,3,TN1,,,,0,SOCIETE ADVANCED E-TECHNOLOGIES,TUNIS,0.0,,IMP GK42 TT + CAB USB PROMO USB ET RS232,,ST,,0.0,,,,,1385,Z110,ST,,2018-01-15,DAP,0,0.0,2021-10-07,,10590.0,,,,X,,A DEFINIR DANS LA COMMANDE,199001,0,0.0,0.0,,F2,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9010--,199001,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872816,1,TN1,,,,0,DAR EL FOUNOUN,BEN AROUS,0.0,,Tableau management control,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-13,DAP,0,0.0,2018-01-13,,800.0,,,,X,,A DEFINIR DANS LA COMMANDE,199091,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9800--,199091,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872807,2,TN1,,,,0,MANUTAN SA,GONESSE CEDEX,0.0,,Frais de port,,ST,,0.0,,,,,1385,Z200,ST,,2018-01-13,DAP,0,0.0,2024-10-28,95,50.0,,,,X,,A DEFINIR DANS LA COMMANDE,101133,0,0.0,0.0,,V8,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,101133,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872807,1,TN1,,,,0,MANUTAN SA,GONESSE CEDEX,0.0,,THERMOMETRE INFRAROUGE A018862,,ST,,0.0,,,,,1385,Z200,ST,,2018-01-13,DAP,0,0.0,2024-10-28,95,80.67,,,,X,,A DEFINIR DANS LA COMMANDE,101133,0,0.0,0.0,,V8,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,101133,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872815,1,TN1,,,,0,AMTS,TUNIS,0.0,,Stylo suppimable Violet (Purple),,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-13,DAP,0,0.0,2020-11-16,,0.85,,,,X,,A DEFINIR DANS LA COMMANDE,199052,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,199052,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872057,1,TN1,,,,0,PARC DENGINS INDUSTRIELS ET AGRICOLES,TUNIS,0.0,,Location chariot parenin Novembre,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-12,DAP,0,0.0,2021-10-07,,27000.0,,,,X,,A DEFINIR DANS LA COMMANDE,199186,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9548--,199186,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872057,3,TN1,,,,0,PARC DENGINS INDUSTRIELS ET AGRICOLES,TUNIS,0.0,,Location chariot parenin Octobre,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-12,DAP,0,0.0,2021-10-07,,5400.0,,,,X,,A DEFINIR DANS LA COMMANDE,199186,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9548--,199186,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872057,2,TN1,,,,0,PARC DENGINS INDUSTRIELS ET AGRICOLES,TUNIS,0.0,,Location chariot parenin décembre,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-12,DAP,0,0.0,2021-10-07,,27000.0,,,,X,,A DEFINIR DANS LA COMMANDE,199186,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9548--,199186,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872056,1,TN1,,,,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,0.0,,[134-35/120*] AIGUILLE SCHMETZ,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-12,DAP,0,0.0,2020-11-16,,0.13,,,,X,,A DEFINIR DANS LA COMMANDE,199081,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9520--,199081,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872056,3,TN1,,,,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,0.0,,[134-35 SES SERV 7/120*] AIGUILLE,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-12,DAP,0,0.0,2020-11-16,,0.13,,,,X,,A DEFINIR DANS LA COMMANDE,199081,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9520--,199081,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872056,2,TN1,,,,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,0.0,,[134-35 SERV7/140*] AIGUILLE SCHMETZ,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-12,DAP,0,0.0,2020-11-16,,0.13,,,,X,,A DEFINIR DANS LA COMMANDE,199081,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9520--,199081,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872063,1,TN1,,,,0,SOCIETE BEN SAID,BEN AROUS,0.0,,GROOM POUR PORTE,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-12,DAP,0,0.0,2019-06-13,,580.0,,,,X,,A DEFINIR DANS LA COMMANDE,199228,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9511--,199228,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002872062,1,TN1,,,,0,‼BA DEC SO,TUNIS,0.0,,SC Complémentaire revêtement SOL PC&L,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-12,,0,0.0,2021-10-07,,8812.5,,,,X,,,206486,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,206486,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
4501027146,10,TN1,,,,0,AMILCAR LLD SA,LES BERGES DU LAC,0.0,,Contrat location voiture direction,,MON,,0.0,,,,,1385,Z110,MON,,2018-01-12,DAP,0,0.0,2024-07-01,,19714.89,,,,,,A DEFINIR DANS LA COMMANDE,215457,0,0.0,0.0,,,,2024-03-14T17:32:47Z,,ZFCA,,0.0,FC1,0.0,NP03,930514,215457,1,0.0,,,2024-07-01T16:30:49Z,0.0,0.0,0.0,0.0,0,0,0,NO_GR_NO_IR
8002866655,5,TN1,,,,0,ETUDE CONCEPTION ET FABRICATION,MOUROUJ 3,0.0,,TIGE D : 5 mm,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2021-07-12,,90.0,,,,X,,,199110,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199110,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866655,2,TN1,,,,0,ETUDE CONCEPTION ET FABRICATION,MOUROUJ 3,0.0,,"TIGE D : 2,5 mm",,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2021-07-12,,60.0,,,,,,,199110,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199110,1,0.0,L,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,0,NO_GR_NO_IR
8002866655,1,TN1,,,,0,ETUDE CONCEPTION ET FABRICATION,MOUROUJ 3,0.0,,TIGE D : 2 mm,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2021-07-12,,60.0,,,,X,,,199110,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199110,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866655,4,TN1,,,,0,ETUDE CONCEPTION ET FABRICATION,MOUROUJ 3,0.0,,TIGE D : 3 mm,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2021-07-12,,80.0,,,,X,,,199110,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199110,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866655,3,TN1,,,,0,ETUDE CONCEPTION ET FABRICATION,MOUROUJ 3,0.0,,TIGE D : 3 mm,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2021-07-12,,70.0,,,,X,,,199110,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199110,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866656,1,TN1,,,,0,SOCIETE BEN SAID,BEN AROUS,0.0,,Cerrure porte finance,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,DAP,0,0.0,2024-10-28,,180.0,,,,X,,A DEFINIR DANS LA COMMANDE,199228,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9512--,199228,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866654,1,TN1,,,,0,SOCIETE ADVANCED E-TECHNOLOGIES,TUNIS,0.0,,Etui IPAD NOIRE,,ST,,0.0,,,,,1385,Z110,ST,,2018-01-10,DAP,0,0.0,2023-10-12,,450.0,,,,X,,A DEFINIR DANS LA COMMANDE,199001,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9624--,199001,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866653,1,TN1,,,,0,LECTRA TUNISIE,TUNIS,0.0,,Joint entree tubulure N° 130497,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2024-10-28,,46.31,,,,,,,199147,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9528--,199147,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,0,NO_GR_NO_IR
8002866653,2,TN1,,,,0,LECTRA TUNISIE,TUNIS,0.0,,Plot cylindrique mm 101943A,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2024-10-28,,2.62,,,,X,,,199147,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9528--,199147,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866653,3,TN1,,,,0,LECTRA TUNISIE,TUNIS,0.0,,Frais de transport,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-10,,0,0.0,2024-10-28,,20.0,,,,X,,,199147,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9528--,199147,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002866628,1,TN1,,,,0,AB SERVE,WOIPPY,0.0,,Tri ABSERVE manque profil  S50,,ST,,0.0,,,,,1385,Z000,ST,,2018-01-10,,0,0.0,2020-11-16,57,30.0,,,,X,,,120712,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9566--,120712,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002862298,1,TN1,,,,0,FAURECIA SIEGES D'AUTOMOBILE SAS,ETAMPES CEDEX,0.0,,Retrofit MII TNBEN,,ST,,0.0,,,,,1385,Z120,ST,,2018-01-09,FCA,0,0.0,2023-10-12,91,47900.0,,,,X,,-,1191000000,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9010--,1191000000,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859849,1,TN1,,,,0,SCANTECH,EL MANAR 3,0.0,,contrat de maintenance de 2017 Scantech,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2019-06-13,,20637.48,,,,X,,A DEFINIR DANS LA COMMANDE,199033,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9610--,199033,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859779,2,TN1,,,,0,GENIE ASSISTANCE,TUNIS,0.0,,BOITIER EFKA DA82GA N°35208167,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2024-10-28,,2200.0,,,,X,,A DEFINIR DANS LA COMMANDE,199121,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9500--,199121,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859779,4,TN1,,,,0,GENIE ASSISTANCE,TUNIS,0.0,,BOITIER EFKA DA82GA N°35193001,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2024-10-28,,2300.0,,,,X,,A DEFINIR DANS LA COMMANDE,199121,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9500--,199121,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859779,1,TN1,,,,0,GENIE ASSISTANCE,TUNIS,0.0,,BOITIER EFKA DA82GA N°35182819,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2024-10-28,,2200.0,,,,X,,A DEFINIR DANS LA COMMANDE,199121,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9500--,199121,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859779,3,TN1,,,,0,GENIE ASSISTANCE,TUNIS,0.0,,BOITIER EFKA DA82GA N°35193966,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2024-10-28,,950.0,,,,X,,A DEFINIR DANS LA COMMANDE,199121,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9500--,199121,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859777,1,TN1,,,,0,MOHAMED BALI,CARTHAGE,0.0,,protége doight reused machine,,ST,,0.0,,,,,1385,Z+60,ST,,2018-01-08,DAP,0,0.0,2024-10-28,,240.0,,,,X,,A DEFINIR DANS LA COMMANDE,199166,0,0.0,0.0,,F2,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9810--,199166,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,2,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,boîte d'archive standard DOS5,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,12.87,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,3,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,boîte d'archive office plast marbrée D15,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,25.0,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,5,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,stylo à bille reynolds -048,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,2.95,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,9,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,pochette à coin ELBA en pvc lot de 10,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,16.46,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,7,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,Ramette papier NIVEUS-A4,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,79.5,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,1,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,Classeur à levier,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,31.0,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,6,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,Intercalaire polyprophyléne 12 positions,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,31.0,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859848,1,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,Feutre SCHNEIDER permanent -OHP220- Noir,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2024-10-28,,21.1,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9520--,207064,1,0.0,,,2024-10-28T12:57:39Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,4,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,correcteur ELITE 2 flacons 20ml,,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,14.5,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859854,8,TN1,,,,0,‼STE PROXI SA,TUNISIA,0.0,,"Pochette kraft 176,250mm-90GR (pqt50)",,ST,,0.0,,,,,1385,Z+30,ST,,2018-01-08,,0,0.0,2019-06-13,,52.77,,,,X,,,207064,0,0.0,0.0,,FU,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9831--,207064,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859862,1,TN1,,,,0,FAURECIA SIEGES D'AUTOMOBILE SAS,ETAMPES CEDEX,0.0,,COMPLEMENT RETROFIT MII TNBEN,,ST,,0.0,,,,,1385,Z120,ST,,2018-01-08,FCA,0,0.0,2023-10-12,91,2100.0,,,,X,,-,1191000000,0,0.0,0.0,,,,2024-03-14T12:35:09Z,,ECPO,,0.0,FC1,0.0,NP03,9010--,1191000000,1,0.0,,,2024-03-15T10:31:15Z,0.0,0.0,0.0,0.0,0,0,1,DELIVERED
8002859785,1,TN1,,2018-01-15,EUR,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,1734.78,,Attrape fil    ancien,,ST,,0.0,14:18:10,E,Deleted GDPR,000000000367350070,1385,Z+60,ST,1.0,2018-01-08,DAP,0,0.0,2024-10-28,,11.8,0.0,,S,X,,A DEFINIR DANS LA COMMANDE,199081,0,0.0,1734.78,5013961393.0,FU,,2024-03-14T12:35:09Z,2018-01-17,ECPO,2018-01-17,3469.56,FC1,10.0,NP03,9523--,199081,1,118.0,,101.0,2024-10-28T12:57:39Z,5.0,1734.78,5.0,1734.78,1,1,1,DELIVERED
8002859784,13,TN1,,2018-01-15,EUR,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,22675.01,,Crochet complet,767150194,ST,,0.0,18:24:32,Q,Deleted GDPR,000000000767150194,1385,Z+60,ST,11.0,2018-01-08,DDP,0,0.0,2024-10-28,,385.59,0.0,,S,X,,BEN AROUS,199081,0,0.0,22675.01,5013961483.0,FU,KG,2024-03-14T12:35:09Z,2018-01-24,ECPC,2018-01-24,45350.02,FC1,4.0,NP03,9523--,199081,1,1542.36,,101.0,2024-10-28T12:57:39Z,2.0,22675.01,2.0,22675.01,1,1,1,DELIVERED
8002859784,10,TN1,,2018-02-05,EUR,0,CMC - COMPAGNIE MEDITERRANEENNE DE COMMERCE,MANOUBA,2449.27,,Attrape fil,667355110,ST,,0.0,15:59:32,Q,Deleted GDPR,000000000667355110,1385,Z+60,ST,2.0,2018-01-08,DDP,0,0.0,2024-10-28,,41.65,0.0,,S,X,,BEN AROUS,199081,0,0.0,2472.76,5014090285.0,FU,,2024-03-14T12:35:09Z,2018-02-09,ECPC,2018-02-09,4922.030000000001,FC1,4.0,NP03,9523--,199081,1,166.6,,101.0,2024-10-28T12:57:39Z,2.0,2472.76,2.0,2449.27,1,1,1,DELIVERED
